"97","Audi","A4","1.8 TFSi(2008) 118","118","160","35%","230","270","17%","Audi-A4.jpg"
"98","Audi","A4","1.8 TFSi(2008) 157","157","200","27%","250","290","16%","Audi-A4.jpg"
"99","Audi","A4","1.9 TDI 90","90","116","28%","202","265","31%","Audi-A4.jpg"
"100","Audi","A4","1.9 TDI 110","110","143","30%","235","290","23%","Audi-A4.jpg"
"101","Audi","A4","1.9 TDI 115","115","145","26%","285","360","26%","Audi-A4.jpg"
"102","Audi","A4","1.9 TDI PD 100","100","133","33%","250","300","20%","Audi-A4.jpg"
"103","Audi","A4","1.9 TDI PD 115","115","145","26%","285","350","22%","Audi-A4.jpg"
"104","Audi","A4","1.9 TDI PD 130","130","159","22%","285","380","33%","Audi-A4.jpg"
"105","Audi","A4","2.0 20V","130","139","6%","195","210","7%","Audi-A4.jpg"
"106","Audi","A4","2.0 FSI","147","156","6%","200","213","6%","Audi-A4.jpg"
"107","Audi","A4","2.0 TFSI","200","240","20%","280","350","25%","Audi-A4.jpg"
"108","Audi","A4","2.0 TFSI(2008) 180","180","215","19%","320","350","9%","Audi-A4.jpg"
"109","Audi","A4","2.0 TFSI(2008) 208","208","245","17%","350","400","14%","Audi-A4.jpg"
"110","Audi","A4","2.0 TDI (2008) 120","120","150","25%","290","350","20%","Audi-A4.jpg"
"111","Audi","A4","2.0 TDI PD 140","140","175","25%","320","395","23%","Audi-A4.jpg"
"112","Audi","A4","2.0 TDI (2008) 143","143","175","22%","320","395","23%","Audi-A4.jpg"
"113","Audi","A4","2.0 TDI 170","170","200","17%","350","430","22%","Audi-A4.jpg"
"114","Audi","A4","2.0 TDI (2008) 143 Boot Tricore","143","175","22%","320","395","23%","Audi-A4.jpg"
"115","Audi","A4","2.0 TDI (2008) 170 Boot Tricore","170","200","17%","350","430","22%","Audi-A4.jpg"
"116","Audi","A4","2.4 V6","170","181","6%","230","246","6%","Audi-A4.jpg"
"117","Audi","A4","2.5 V6 TDI 150","150","182","21%","310","370","19%","Audi-A4.jpg"
"118","Audi","A4","2.5 V6 TDI 180","180","208","15%","370","415","12%","Audi-A4.jpg"
"119","Audi","A4","2.6 V6","167","179","7%","225","242","7%","Audi-A4.jpg"
"120","Audi","A4","2.7 TDI (2008)","190","220","15%","400","455","13%","Audi-A4.jpg"
"121","Audi","A4","2.7 TDI (2008) Boot Tricore","190","220","15%","400","455","13%","Audi-A4.jpg"
"122","Audi","A4","2.8 V6","193","203","5%","280","302","7%","Audi-A4.jpg"
"123","Audi","A4","3.0 TDI 229","229","277","20%","450","561","24%","Audi-A4.jpg"
"124","Audi","A4","3.0 TDI 201","201","256","27%","400","480","20%","Audi-A4.jpg"
"125","Audi","A4","3.0 TDI (2008) 240","240","280","16%","500","565","13%","Audi-A4.jpg"
"126","Audi","A4","3.0 TDI (2008) 240 Boot Tricore","240","280","16%","500","565","13%","Audi-A4.jpg"
"127","Audi","A4","3.2 V6 FSI","261","281","7%","330","365","10%","Audi-A4.jpg"
"128","Audi","A4","RS4 2.7T","380","420","10%","440","520","18%","Audi-A4.jpg"
"129","Audi","A4","2.0 TDI (2012) 174 Boot Tricore","174","200","14%","380","430","13%","Audi-A4.jpg"
"130","Audi","A5","1.8 TFSi","164","200","21%","250","290","16%","Audi-A5.jpg"
"131","Audi","A5","2.0TFSi 180","180","215","19%","320","350","9%","Audi-A5.jpg"
"132","Audi","A5","2.0TFSi 208","208","245","17%","350","400","14%","Audi-A5.jpg"
"133","Audi","A5","2.0 TDI","170","200","17%","350","400","14%","Audi-A5.jpg"
"134","Audi","A5","2.7 TDI","190","220","15%","400","455","13%","Audi-A5.jpg"
"135","Audi","A5","3.0 TDI - 240","240","280","16%","500","565","13%","Audi-A5.jpg"
"136","Audi","A5","2.0 TDI Boot Tricore","170","200","17%","350","430","22%","Audi-A5.jpg"
"137","Audi","A5","2.7 TDI Boot Tricore","190","220","15%","400","455","13%","Audi-A5.jpg"
"138","Audi","A5","3.0 TDI Boot Tricore","240","280","16%","500","565","13%","Audi-A5.jpg"
"139","Audi","A5","3.2 FSI","266","278","4%","330","345","4%","Audi-A5.jpg"
"140","Audi","A5","3.0 TDI - 201","201","256","27%","400","480","20%","Audi-A5.jpg"
"141","Audi","A5","2.0 TDI (2012) 174 Boot Tricore","174","200","14%","380","430","13%","Audi-A5.jpg"
"142","Audi","A6","1.8 20V","125","132","5%","173","182","5%","Audi-A6.jpg"
"143","Audi","A6","1.8 T","150","192","28%","210","270","28%","Audi-A6.jpg"
"144","Audi","A6","1.9 PD 115/285","115","145","26%","285","338","18%","Audi-A6.jpg"
"145","Audi","A6","1.9 PD 115/310","115","145","26%","310","389","25%","Audi-A6.jpg"
"146","Audi","A6","1.9 TDI 90","90","116","28%","202","265","31%","Audi-A6.jpg"
"147","Audi","A6","1.9 TDI 110","110","143","30%","235","290","23%","Audi-A6.jpg"
"148","Audi","A6","1.9 TDI PD 130/285","130","163","25%","285","345","21%","Audi-A6.jpg"
"149","Audi","A6","1.9 TDI PD 130/310","130","163","25%","310","405","30%","Audi-A6.jpg"
"150","Audi","A6","2.0 20V","130","139","6%","195","210","7%","Audi-A6.jpg"
"151","Audi","A6","2.0 TFSI","200","240","20%","280","350","25%","Audi-A6.jpg"
"152","Audi","A6","2.0 TDI","140","175","25%","320","395","23%","Audi-A6.jpg"
"153","Audi","A6","2.0 TDI (2008) 143 Boot Tricore","143","175","22%","320","395","23%","Audi-A6.jpg"
"154","Audi","A6","2.4 V6","170","181","6%","230","246","6%","Audi-A6.jpg"
"155","Audi","A6","2.5 V6 PD","180","208","15%","370","415","12%","Audi-A6.jpg"
"156","Audi","A6","2.5 V6 TDI","180","208","15%","370","415","12%","Audi-A6.jpg"
"157","Audi","A6","2.7 TDI V6","180","210","16%","380","440","15%","Audi-A6.jpg"
"158","Audi","A6","3.0 V6","220","234","6%","300","318","6%","Audi-A6.jpg"
"159","Audi","A6","3.0 TDI 225","225","265","17%","450","520","15%","Audi-A6.jpg"
"160","Audi","A6","3.0 TDI 240","240","280","16%","500","565","13%","Audi-A6.jpg"
"161","Audi","A6","3.0 TDI Boot Tricore","240","280","16%","500","565","13%","Audi-A6.jpg"
"162","Audi","A6","3.2 V6 FSI","250","268","7%","320","345","7%","Audi-A6.jpg"
"163","Audi","A6","4.2 V8 300","300","325","8%","420","441","5%","Audi-A6.jpg"
"164","Audi","A6","4.2 V8 345","345","370","7%","420","460","9%","Audi-A6.jpg"
"165","Audi","A6","2.0 TFSI - 208","208","245","17%","350","400","14%","Audi-A6.jpg"
"166","Audi","A6","2.8 FSI","217","217","0%","280","280","0%","Audi-A6.jpg"
"167","Audi","A6","3.0 TFSI","286","286","0%","420","420","0%","Audi-A6.jpg"
"168","Audi","A6","3.0 TDI 201","201","256","27%","400","480","20%","Audi-A6.jpg"
"169","Audi","A6","2.0 TDI (2012) 174 Boot Tricore","174","200","14%","380","430","13%","Audi-A6.jpg"
"170","Audi","A6","2.0 TDI (2008) 170 Boot Tricore","170","200","17%","350","430","22%","Audi-A6.jpg"
"171","Audi","A7","2.8 FSI","204","204","0%","280","280","0%","Audi-A7.jpg"
"172","Audi","A7","3.0 TFSI","300","300","0%","440","440","0%","Audi-A7.jpg"
"173","Audi","A7","3.0 TDI - 204","204","240","17%","400","480","20%","Audi-A7.jpg"
"174","Audi","A7","3.0 TDI - 245","245","280","14%","500","565","13%","Audi-A7.jpg"
"175","Audi","A8","2.8 V6","207","219","5%","280","302","7%",""
"176","Audi","A8","3.0 TDI","229","277","20%","450","561","24%",""
"177","Audi","A8","3.2 V6","256","268","4%","330","345","4%",""
"178","Audi","A8","3.7 V8","276","289","4%","360","380","5%",""
"179","Audi","A8","4.0 TDI","275","315","14%","650","740","13%",""
"180","Audi","A8","4.2 V8","335","350","4%","420","445","5%",""
"181","Audi","A8","4.2 TDI - 330","330","360","9%","430","500","16%",""
"182","Audi","A8","4.2 TDI - 321","321","357","11%","650","766","17%",""
"183","Audi","A8","6.0 W12","420","435","3%","550","575","4%",""
"184","Audi","A8","4.2 TDI - 346","346","378","9%","800","900","12%",""
"185","Audi","A8","4.2 TDI - 335","335","367","9%","800","900","12%",""
"186","Audi","A8","4.2 FSI","366","366","0%","445","445","0%",""
"187","Audi","Allroad","2.5 V6 TDI","180","208","15%","370","415","12%","Audi-A6-Allroad.jpg"
"188","Audi","Allroad","2.7T","250","290","16%","350","440","25%","Audi-A6-Allroad.jpg"
"189","Audi","Q3","2.0 TFSi 180","180","215","19%","320","350","9%","audi-q3-car.jpg"
"190","Audi","Q3","2.0 TFSi 208","208","245","17%","350","400","14%","audi-q3-car.jpg"
"191","Audi","Q3","2.0 TDI 143 Boot Tricore","143","175","22%","320","395","23%","audi-q3-car.jpg"
"192","Audi","Q3","2.0 TDI 174 Boot Tricore","174","200","14%","380","430","13%","audi-q3-car.jpg"
"193","Audi","Q5","2.0 TFSi 180","180","215","19%","320","350","9%","Audi-Q5.jpg"
"194","Audi","Q5","2.0 TFSi 208","208","245","17%","350","400","14%","Audi-Q5.jpg"
"195","Audi","Q5","3.2 FSI","266","278","4%","330","345","4%","Audi-Q5.jpg"
"196","Audi","Q5","2.0 TDI 143 Boot Tricore","143","175","22%","320","395","23%","Audi-Q5.jpg"
"197","Audi","Q5","2.0 TDI 170 Boot Tricore","170","200","17%","350","400","14%","Audi-Q5.jpg"
"198","Audi","Q5","3.0 TDI Boot Tricore","240","280","16%","500","565","13%","Audi-Q5.jpg"
"199","Audi","Q7","3.0 TDI - 229","229","270","17%","500","578","15%","Audi-Q7.jpg"
"200","Audi","Q7","3.0 TDI (2008) - 240","240","280","16%","500","565","13%","Audi-Q7.jpg"
"201","Audi","Q7","3.0 TDI (2008) - 240 Boot Tricore","240","280","16%","500","565","13%","Audi-Q7.jpg"
"202","Audi","Q7","3.6 V6","276","289","4%","360","375","4%","Audi-Q7.jpg"
"203","Audi","Q7","4.2 TDi - 321","321","365","13%","760","870","14%","Audi-Q7.jpg"
"204","Audi","Q7","4.2 V8","345","365","5%","440","470","6%","Audi-Q7.jpg"
"205","Audi","Q7","6.0 TDI","493","538","9%","1000","1100","10%","Audi-Q7.jpg"
"206","Audi","Q7","6.0 TDI Boot Tricore","493","538","9%","1000","1100","10%","Audi-Q7.jpg"
"207","Audi","Q7","4.2 TDI - 335","335","367","9%","800","900","12%","Audi-Q7.jpg"
"208","Audi","Q7","3.0 TFSI - 272","272","272","0%","400","400","0%","Audi-Q7.jpg"
"209","Audi","Q7","3.0 TFSI - 333","333","333","0%","440","440","0%","Audi-Q7.jpg"
"210","Audi","Q7","3.0 TDI - 201","201","256","27%","450","570","26%","Audi-Q7.jpg"
"211","Audi","R8","4.2 V8 FSI","414","432","4%","430","450","4%","Audi-R8.jpg"
"212","Audi","R8","5.2 V10 FSI","525","560","6%","530","540","1%","Audi-R8.jpg"
"213","Audi","RS4","4.2 V8 FSI","414","432","4%","430","450","4%","Audi-RS4.jpg"
"214","Audi","RS5","4.2 V8 FSI","443","460","3%","430","450","4%","Audi-RS4.jpg"
"215","Audi","RS6","4.2 T","444","479","7%","560","630","12%","Audi-RS6.jpg"
"216","Audi","RS6","5.0 V10 TFSI","571","640","12%","650","760","16%","Audi-RS6.jpg"
"217","Audi","S3","1.8T 20V 210","210","238","13%","270","340","25%","Audi-S3.jpg"
"218","Audi","S3","1.8T 20V 225","225","252","12%","280","355","26%","Audi-S3.jpg"
"219","Audi","S3","2.0 TFSI","265","300","13%","385","422","9%","Audi-S3.jpg"
"220","Audi","S4","2.7T","265","312","17%","400","485","21%","Audi-S4.jpg"
"221","Audi","S4","4.2 V8","345","364","5%","410","440","7%","Audi-S4.jpg"
"222","Audi","S4","3.0 TFSI","333","398","19%","440","520","18%","Audi-S4.jpg"
"223","Audi","S5","4.2 V8","354","369","4%","440","461","4%","Audi-S5.jpg"
"224","Audi","S5","3.0 TFSI","328","415","26%","440","513","16%","Audi-S5.jpg"
"225","Audi","S5","3.0 TFSI","333","398","19%","440","520","18%","Audi-S5.jpg"
"226","Audi","S6","2.7 T","265","312","17%","400","485","21%","Audi-S6.jpg"
"227","Audi","S6","4.2 V8","340","370","8%","420","460","9%","Audi-S6.jpg"
"228","Audi","S6","5.2 V10 FSI","434","459","5%","460","500","8%","Audi-S6.jpg"
"229","Audi","S8","4.2 V8","340","370","8%","420","460","9%","Audi-S8.jpg"
"230","Audi","S8","5.2 V10 FSI","450","475","5%","477","517","8%","Audi-S8.jpg"
"231","Audi","TT","1.8T 20V - 180","180","212","17%","235","295","25%","Audi-TT.jpg"
"232","Audi","TT","1.8T 20V - 225","225","252","12%","280","355","26%","Audi-TT.jpg"
"233","Audi","TT","2.0 TFSI (2006)","200","240","20%","280","350","25%","Audi-TT.jpg"
"234","Audi","TT","2.0 TDI","170","200","17%","350","400","14%","Audi-TT.jpg"
"235","Audi","TT","2.0 TDI Boot Tricore","170","200","17%","350","400","14%","Audi-TT.jpg"
"236","Audi","TT","3.2 V6","250","268","7%","320","345","7%","Audi-TT.jpg"
"237","Audi","TTRS","2.5 TFSI","335","365","8%","450","530","17%","Audi-TTS.jpg"
"238","Audi","TTS","2.0 TFSI","265","300","13%","385","422","9%","Audi-TTS.jpg"
"239","Bentley","Arnage T","6700 V8 TwinTurbo","450","500","11%","875","1000","14%","aston-martin-arnage.jpg"
"240","Bentley","Continental","GT 6.0 W12","552","593","7%","650","739","13%","bentley-continental.jpg"
"241","Bentley","Continental","Flying Spur 6.0 W12","552","593","7%","650","739","13%","bentley-continental.jpg"
"242","Bentley","Continental","GTC 6.0 W12","552","593","7%","650","739","13%","bentley-continental.jpg"
"243","Bentley","Continental","TBA","0","0","Ask","0","0","Ask","bentley-continental.jpg"
"244","Bentley","Supersport","TBA","0","0","Ask","0","0","Ask","bentley-Supersport.jpg"
"245","BMW","1 Series","118D 122","122","147","20%","280","330","17%","BMW-1-Series.jpg"
"246","BMW","1 Series","118D 136","136","180","32%","300","370","23%","BMW-1-Series.jpg"
"247","BMW","1 Series","118D 143","143","180","25%","300","370","23%","BMW-1-Series.jpg"
"248","BMW","1 Series","118D 143 Boot Tricore","143","180","25%","300","370","23%","BMW-1-Series.jpg"
"249","BMW","1 Series","120D 163","163","193","18%","340","400","17%","BMW-1-Series.jpg"
"250","BMW","1 Series","120D 177","177","215","21%","350","410","17%","BMW-1-Series.jpg"
"251","BMW","1 Series","120D 177 Boot Tricore","177","215","21%","350","410","17%","BMW-1-Series.jpg"
"252","BMW","1 Series","123D","201","240","19%","400","480","20%","BMW-1-Series.jpg"
"253","BMW","1 Series","123D Boot Tricore","201","240","19%","400","480","20%","BMW-1-Series.jpg"
"254","BMW","1 Series","135i","306","345","12%","400","474","18%","BMW-1-Series.jpg"
"255","BMW","1 Series","116i","121","121","0%","185","185","0%","BMW-1-Series.jpg"
"256","BMW","1 Series","118i - 141","141","153","8%","190","203","6%","BMW-1-Series.jpg"
"257","BMW","1 Series","116D","114","114","0%","260","260","0%","BMW-1-Series.jpg"
"258","BMW","1 Series","118i - 127","127","140","10%","180","194","7%","BMW-1-Series.jpg"
"259","BMW","1 Series","1M","337","360","6%","450","520","15%","BMW-1-Series.jpg"
"260","BMW","3 Series","318D 116","116","144","24%","280","340","21%","BMW-3-Series.jpg"
"261","BMW","3 Series","318D 143","143","180","25%","300","370","23%","BMW-3-Series.jpg"
"262","BMW","3 Series","318D 143 Boot Tricore","143","180","25%","300","370","23%","BMW-3-Series.jpg"
"263","BMW","3 Series","320d 136","136","168","23%","280","348","24%","BMW-3-Series.jpg"
"264","BMW","3 Series","320d 150","150","183","22%","330","390","18%","BMW-3-Series.jpg"
"265","BMW","3 Series","320d 177","177","207","16%","350","450","28%","BMW-3-Series.jpg"
"266","BMW","3 Series","320d 177 Boot Tricore","177","207","16%","350","450","28%","BMW-3-Series.jpg"
"267","BMW","3 Series","320i","170","185","8%","210","230","9%","BMW-3-Series.jpg"
"268","BMW","3 Series","323i","170","188","10%","245","270","10%","BMW-3-Series.jpg"
"269","BMW","3 Series","323D","201","240","19%","400","480","20%","BMW-3-Series.jpg"
"270","BMW","3 Series","323D Boot Tricore","201","240","19%","400","480","20%","BMW-3-Series.jpg"
"271","BMW","3 Series","325i","192","208","8%","245","270","10%","BMW-3-Series.jpg"
"272","BMW","3 Series","325d","194","225","15%","400","468","17%","BMW-3-Series.jpg"
"273","BMW","3 Series","328i","193","208","7%","245","270","10%","BMW-3-Series.jpg"
"274","BMW","3 Series","330i","231","246","6%","300","325","8%","BMW-3-Series.jpg"
"275","BMW","3 Series","330d 184","184","212","15%","390","450","15%","BMW-3-Series.jpg"
"276","BMW","3 Series","330d 204","204","250","22%","410","470","14%","BMW-3-Series.jpg"
"277","BMW","3 Series","330d 227","227","256","12%","500","579","15%","BMW-3-Series.jpg"
"278","BMW","3 Series","330d (2010) 241 Boot Tricore","241","268","11%","520","600","15%","BMW-3-Series.jpg"
"279","BMW","3 Series","335d","286","333","16%","580","668","15%","BMW-3-Series.jpg"
"280","BMW","3 Series","335i","306","345","12%","400","474","18%","BMW-3-Series.jpg"
"281","BMW","3 Series","M3","343","363","5%","365","395","8%","BMW-3-Series.jpg"
"282","BMW","3 Series","M3 V8","414","425","2%","400","420","5%","BMW-3-Series.jpg"
"283","BMW","3 Series","318i - 141","141","153","8%","190","203","6%","BMW-3-Series.jpg"
"284","BMW","3 Series","325i - 215","215","230","6%","270","289","7%","BMW-3-Series.jpg"
"285","BMW","3 Series","316D","114","114","0%","260","260","0%","BMW-3-Series.jpg"
"286","BMW","3 Series","320D Boot Tricore 161","161","161","0%","380","380","0%","BMW-3-Series.jpg"
