v_categories_id,v_categories_image,v_categories_name_1,v_categories_description_1,v_metatags_title_1,v_metatags_keywords_1,v_metatags_description_1
"6150","","Megane 83kW (00-01)","","","",""
"6151","","Megane Megane II","","","",""
"6152","","Megane dCi 90kW (02-08)","","","",""
"6153","","Megane dCi 60kW (02-08)","","","",""
"6154","","Megane 102kW (02-08)","","","",""
"5330","TPC001829.jpg","Roomster 1.4 TDI PD 59kW (06-11)","Products available for your Skoda Roomster  are listed below","","",""
"5331","TPC001830.jpg","Roomster 1.9 TDI PD 77kW (06-on)","Products available for your Skoda Roomster  are listed below","","",""
"5332","TPC001831.jpg","Roomster 1.2 TSI (Roomster) 77kW (10-on)","Products available for your Skoda Roomster  are listed below","","",""
"5333","TPC001832.jpg","Roomster 1.6 TDI 77kW (10-on)","Products available for your Skoda Roomster  are listed below","","",""
"5334","TPC001833.jpg","Roomster 1.6 TDI 56kW (10-on)","Products available for your Skoda Roomster  are listed below","","",""
"5335","TPC001834.jpg","Roomster 1.6 TDI 66kW (10-on)","Products available for your Skoda Roomster  are listed below","","",""
"6164","","Megane Renaultsport 230 F1 170kW (06-08)","","","",""
"5329","Cat2SkodaRoomster.jpg","Roomster","Please select the variant of your Skoda Roomster from the list below","","",""
"6163","","Megane 1.5 8V dCi 78kW (05-08)","","","",""
"5328","TPC001828.jpg","Rapid 1.2 TSI (Rapid) 77kW (12-on)","Products available for your Skoda Rapid  are listed below","","",""
"5327","TPC001827.jpg","Rapid 1.6 TDI / 77kW (11-on)","Products available for your Skoda Rapid  are listed below","","",""
"5324","TPC001825.jpg","Praktik 1.6 TDI 56kW (10-on)","Products available for your Skoda Praktik  are listed below","","",""
"5323","Cat2SkodaPraktik.jpg","Praktik","Please select the variant of your Skoda Praktik from the list below","","",""
"5326","Cat2SkodaRapid.jpg","Rapid","Please select the variant of your Skoda Rapid from the list below","","",""
"5325","TPC001826.jpg","Praktik 1.6 TDI 66kW (10-on)","Products available for your Skoda Praktik  are listed below","","",""
"6186","","Octavia 1.9 TDI PD 79kW (04-10)","","","",""
"6167","","Megane 1.5 8V dCi FAP 81kW (09-10)","","","",""
"6168","","Megane 2.0T 16V Renaultsport 250 184kW (09-10)","","","",""
"6169","","Megane 2.0TCe 133kW (09-10)","","","",""
"6170","","Megane 2.0 dCi 110kW (09-11)","","","",""
"6171","","Megane 2.0T Rensport Trophy 265 195kW (11-10)","","","",""
"6172","","Octavia","","","",""
"6173","","Octavia 5","","","",""
"6174","","Octavia 1.2 TSI 77kW (13-on)","","","",""
"6175","","Octavia 1U","","","",""
"6176","","Octavia TDI 68kW (98-00)","","","",""
"6177","","Octavia 86kW (99-05)","","","",""
"6178","","Octavia 112kW (99-04)","","","",""
"6179","","Octavia TDI 83kW (00-05)","","","",""
"6180","","Octavia vRS 135kW (01-05)","","","",""
"6181","","Octavia TDI 97kW (03-05)","","","",""
"6182","","Octavia 1Z","","","",""
"6183","","Octavia Fsi 112kW (04-13)","","","",""
"6165","","Megane Megane III","","","",""
"6166","","Megane 1.5 8V dCi 78kW (08-10)","","","",""
"5290","TPC001794.jpg","Fabia vRs 97kW (00-on)","Products available for your Skoda Fabia  are listed below","","",""
"5296","TPC001800.jpg","Fabia 1.6 TDI / BlueMotion 56kW (10-on)","Products available for your Skoda Fabia  are listed below","","",""
"6189","","Octavia 1.8 TSI 118kW (07-on)","","","",""
"5300","TPC001803.jpg","Felicia 51kW (95-01)","Products available for your Skoda Felicia  are listed below","","",""
"5297","TPC001801.jpg","Fabia vRS 1.4 TSI 133kW (10-on)","Products available for your Skoda Fabia  are listed below","","",""
"5298","Cat2SkodaFelicia.jpg","Felicia","Please select the variant of your Skoda Felicia from the list below","","",""
"5299","TPC001802.jpg","Felicia 56kW (95-01)","Products available for your Skoda Felicia  are listed below","","",""
"5293","TPC001797.jpg","Fabia 1.2 TSI (Fabia) 77kW (10-on)","Products available for your Skoda Fabia  are listed below","","",""
"5294","TPC001798.jpg","Fabia 1.6 TDI 66kW (10-on)","Products available for your Skoda Fabia  are listed below","","",""
"5295","TPC001799.jpg","Fabia 1.6 TDI 77kW (10-on)","Products available for your Skoda Fabia  are listed below","","",""
"5292","TPC001796.jpg","Fabia 1.9 TDI PD 77kW (07-10)","Products available for your Skoda Fabia  are listed below","","",""
"5291","TPC001795.jpg","Fabia 1.4 TDI PD 59kW (07-11)","Products available for your Skoda Fabia  are listed below","","",""
"5289","TPC001793.jpg","Fabia TDI 75kW (00-on)","Products available for your Skoda Fabia  are listed below","","",""
"5288","TPC001792.jpg","Fabia TDI 56kW (00-on)","Products available for your Skoda Fabia  are listed below","","",""
"5286","Cat1Skoda.jpg","Skoda","Please select the model of your Skoda from the list below","","",""
"5287","Cat2SkodaFabia.jpg","Fabia","Please select the variant of your Skoda Fabia from the list below","","",""
"5285","TPC001791.jpg","Toledo 1.6 TDI 66kW (12-on)","Products available for your Seat Toledo  are listed below","","",""
"5277","TPC001783.jpg","Toledo 127kW (00-05)","Products available for your Seat Toledo  are listed below","","",""
"5278","TPC001784.jpg","Toledo TDI 97kW (03-05)","Products available for your Seat Toledo  are listed below","","",""
"5279","TPC001785.jpg","Toledo TDI 112kW (03-05)","Products available for your Seat Toledo  are listed below","","",""
"5280","TPC001786.jpg","Toledo 1.9 TDI PD 79kW (04-10)","Products available for your Seat Toledo  are listed below","","",""
"5281","TPC001787.jpg","Toledo 2.0 TDI PD 105kW (04-10)","Products available for your Seat Toledo  are listed below","","",""
"5276","TPC001782.jpg","Toledo 92kW (00-04)","Products available for your Seat Toledo  are listed below","","",""
"5274","TPC001780.jpg","Toledo TDI 83kW (99-05)","Products available for your Seat Toledo  are listed below","","",""
"5283","TPC001789.jpg","Toledo 75kW (05-on)","Products available for your Seat Toledo  are listed below","","",""
"5275","TPC001781.jpg","Toledo 112kW (99-00)","Products available for your Seat Toledo  are listed below","","",""
"5284","TPC001790.jpg","Toledo 1.2 TSI (Toledo) 77kW (12-on)","Products available for your Seat Toledo  are listed below","","",""
"5282","TPC001788.jpg","Toledo Fsi 110kW (05-on)","Products available for your Seat Toledo  are listed below","","",""
"5273","TPC001779.jpg","Toledo 75kW (96-98)","Products available for your Seat Toledo  are listed below","","",""
"5272","TPC001778.jpg","Toledo TDI 68kW (95-98)","Products available for your Seat Toledo  are listed below","","",""
"5271","TPC001777.jpg","Toledo 112kW (94-98)","Products available for your Seat Toledo  are listed below","","",""
"5267","TPC001773.jpg","Toledo 101kW (91-98)","Products available for your Seat Toledo  are listed below","","",""
"5266","Cat2SeatToledo.jpg","Toledo","Please select the variant of your Seat Toledo from the list below","","",""
"5265","TPC001772.jpg","Leon 1.2 TSI (Leon) 77kW (12-on)","Products available for your Seat Leon  are listed below","","",""
"5262","TPC001769.jpg","Leon Cupra R 2.0 TSI 195kW (10-on)","Products available for your Seat Leon  are listed below","","",""
"5263","TPC001770.jpg","Leon 1.6 TDI 66kW (10-on)","Products available for your Seat Leon  are listed below","","",""
"5270","TPC001776.jpg","Toledo 86kW (91-98)","Products available for your Seat Toledo  are listed below","","",""
"5269","TPC001775.jpg","Toledo 68kW (91-98)","Products available for your Seat Toledo  are listed below","","",""
"5268","TPC001774.jpg","Toledo 56kW (91-96)","Products available for your Seat Toledo  are listed below","","",""
"5264","TPC001771.jpg","Leon 1.8 TSI 118kW (11-on)","Products available for your Seat Leon  are listed below","","",""
"5261","TPC001768.jpg","Leon 2.0 TDI CR 125kW (09-on)","Products available for your Seat Leon  are listed below","","",""
"5260","TPC001767.jpg","Leon 1.6 TDI / Ecomotive 77kW (09-on)","Products available for your Seat Leon  are listed below","","",""
"5259","TPC001766.jpg","Leon 1.6 TDI 77kW (09-on)","Products available for your Seat Leon  are listed below","","",""
"5258","TPC001765.jpg","Leon FR 2.0 TSI 155kW (09-on)","Products available for your Seat Leon  are listed below","","",""
"5257","TPC001764.jpg","Leon 2.0 TDI CR 103kW (09-on)","Products available for your Seat Leon  are listed below","","",""
"5256","TPC001763.jpg","Leon 1.4 TFSI 92kW (07-on)","Products available for your Seat Leon  are listed below","","",""
"5255","TPC001762.jpg","Leon 1.9 TDI PD 66kW (07-on)","Products available for your Seat Leon  are listed below","","",""
"5254","TPC001761.jpg","Leon 1.8 TSI 118kW (07-on)","Products available for your Seat Leon  are listed below","","",""
"5253","TPC001760.jpg","Leon 2.0 T FSI Cupra / K1 177kW (06-on)","Products available for your Seat Leon  are listed below","","",""
"5252","TPC001759.jpg","Leon 2.0 TDI PD (170bhp) 127kW (06-09)","Products available for your Seat Leon  are listed below","","",""
"5251","TPC001758.jpg","Leon 75kW (05-on)","Products available for your Seat Leon  are listed below","","",""
"5250","TPC001757.jpg","Leon Fsi 110kW (05-on)","Products available for your Seat Leon  are listed below","","",""
"5249","TPC001756.jpg","Leon 2.0 TFSI 147kW (05-09)","Products available for your Seat Leon  are listed below","","",""
"5248","TPC001755.jpg","Leon 2.0 TDI PD 105kW (05-09)","Products available for your Seat Leon  are listed below","","",""
"5247","TPC001754.jpg","Leon 1.9 TDI PD 79kW (05-10)","Products available for your Seat Leon  are listed below","","",""
"5245","TPC001752.jpg","Leon TDI 97kW (03-05)","Products available for your Seat Leon  are listed below","","",""
"5242","TPC001749.jpg","Leon Cupra R 157kW (02-03)","Products available for your Seat Leon  are listed below","","",""
"5243","TPC001750.jpg","Leon Cupra R 168kW (03-05)","Products available for your Seat Leon  are listed below","","",""
"5244","TPC001751.jpg","Leon TDI 112kW (03-05)","Products available for your Seat Leon  are listed below","","",""
"5241","TPC001748.jpg","Leon 92kW (00-04)","Products available for your Seat Leon  are listed below","","",""
"5246","TPC001753.jpg","Leon 2.0 TFSI 137kW (04-06)","Products available for your Seat Leon  are listed below","","",""
"5240","TPC001747.jpg","Leon TDI 83kW (00-05)","Products available for your Seat Leon  are listed below","","",""
"5239","TPC001746.jpg","Leon TDI 68kW (00-05)","Products available for your Seat Leon  are listed below","","",""
"5238","TPC001745.jpg","Leon Cupra 135kW (00-05)","Products available for your Seat Leon  are listed below","","",""
"5237","TPC001744.jpg","Leon 2.0 TDI CR 125kW ","Products available for your Seat Leon  are listed below","","",""
"5236","Cat2SeatLeon.jpg","Leon","Please select the variant of your Seat Leon from the list below","","",""
"5235","TPC001743.jpg","Ibiza 1.2 TSI (Ibiza) 77kW (10-on)","Products available for your Seat Ibiza  are listed below","","",""
"5234","TPC001742.jpg","Ibiza 2.0 TDI CR 105kW (10-on)","Products available for your Seat Ibiza  are listed below","","",""
"5231","TPC001738.jpg","Ibiza 1.4 TSI FR 110kW (09-on)","Products available for your Seat Ibiza  are listed below","","",""
"5229","TPC001736.jpg","Ibiza 1.4 TDI PD (Ibiza) 59kW (05-10)","Products available for your Seat Ibiza  are listed below","","",""
"5232","TPC001739.jpg","Ibiza 1.6 TDI / Ecomotive 77kW (09-on)","Products available for your Seat Ibiza  are listed below","","",""
"5230","TPC001737.jpg","Ibiza 1.6 TDI 66kW (09-on)","Products available for your Seat Ibiza  are listed below","","",""
"5233","TPC001741.jpg","Ibiza 1.6 TDI / BlueMotion 56kW (10-on)","Products available for your Seat Ibiza  are listed below","","",""
"5228","TPC001735.jpg","Ibiza TDI 120kW (04-on)","Products available for your Seat Ibiza  are listed below","","",""
"5227","TPC001734.jpg","Ibiza FR 112kW (04-on)","Products available for your Seat Ibiza  are listed below","","",""
"5226","TPC001733.jpg","Ibiza Cupra 135kW (04-on)","Products available for your Seat Ibiza  are listed below","","",""
"5225","TPC001732.jpg","Ibiza TDI 97kW (02-on)","Products available for your Seat Ibiza  are listed below","","",""
"5220","TPC001727.jpg","Ibiza 75kW (99-02)","Products available for your Seat Ibiza  are listed below","","",""
"5221","TPC001728.jpg","Ibiza 45kW (99-02)","Products available for your Seat Ibiza  are listed below","","",""
"5222","TPC001729.jpg","Ibiza Cupra 117kW (00-04)","Products available for your Seat Ibiza  are listed below","","",""
"5223","TPC001730.jpg","Ibiza Cupra R 135kW (01-02)","Products available for your Seat Ibiza  are listed below","","",""
"5224","TPC001731.jpg","Ibiza TDI 75kW (02-on)","Products available for your Seat Ibiza  are listed below","","",""
"5219","TPC001726.jpg","Ibiza TDI 83kW (99-02)","Products available for your Seat Ibiza  are listed below","","",""
"5218","TPC001725.jpg","Ibiza 75kW (96-97)","Products available for your Seat Ibiza  are listed below","","",""
"5217","TPC001724.jpg","Ibiza 112kW (96-99)","Products available for your Seat Ibiza  are listed below","","",""
"5216","TPC001723.jpg","Ibiza TDI 68kW (96-02)","Products available for your Seat Ibiza  are listed below","","",""
"5215","TPC001722.jpg","Ibiza 86kW (94-99)","Products available for your Seat Ibiza  are listed below","","",""
"5214","TPC001721.jpg","Ibiza 97kW (94-96)","Products available for your Seat Ibiza  are listed below","","",""
"5213","TPC001720.jpg","Ibiza 56kW (94-96)","Products available for your Seat Ibiza  are listed below","","",""
"5212","TPC001719.jpg","Ibiza 45kW (94-99)","Products available for your Seat Ibiza  are listed below","","",""
"5211","TPC001718.jpg","Ibiza 68kW (93-94)","Products available for your Seat Ibiza  are listed below","","",""
"5210","Cat2SeatIbiza.jpg","Ibiza","Please select the variant of your Seat Ibiza from the list below","","",""
"5209","TPC001717.jpg","Exeo 2.0T FSI 156kW (10-on)","Products available for your Seat Exeo  are listed below","","",""
"5208","TPC001716.jpg","Exeo 2.0 TSI 147kW (09-on)","Products available for your Seat Exeo  are listed below","","",""
"5207","TPC001715.jpg","Exeo 2.0 TDI CR 105kW (09-on)","Products available for your Seat Exeo  are listed below","","",""
"5206","TPC001714.jpg","Exeo 2.0 TDI CR 125kW (09-on)","Products available for your Seat Exeo  are listed below","","",""
"5205","Cat2SeatExeo.jpg","Exeo","Please select the variant of your Seat Exeo from the list below","","",""
"5204","TPC001712.jpg","Cordoba 56kW (00-01)","Products available for your Seat Cordoba  are listed below","","",""
"5203","TPC001711.jpg","Cordoba 56kW (99-01)","Products available for your Seat Cordoba  are listed below","","",""
"5202","TPC001710.jpg","Cordoba 86kW (97-99)","Products available for your Seat Cordoba  are listed below","","",""
"5201","TPC001709.jpg","Cordoba TDI 68kW (97-01)","Products available for your Seat Cordoba  are listed below","","",""
"5200","TPC001708.jpg","Cordoba 112kW (96-99)","Products available for your Seat Cordoba  are listed below","","",""
"5199","TPC001707.jpg","Cordoba 75kW (96-99)","Products available for your Seat Cordoba  are listed below","","",""
"5198","Cat2SeatCordoba.jpg","Cordoba","Please select the variant of your Seat Cordoba from the list below","","",""
"5197","TPC001706.jpg","Arosa TDI 56kW (00-04)","Products available for your Seat Arosa  are listed below","","",""
"5196","TPC001705.jpg","Arosa 45kW (97-04)","Products available for your Seat Arosa  are listed below","","",""
"5195","TPC001704.jpg","Arosa 38kW (97-04)","Products available for your Seat Arosa  are listed below","","",""
"5194","Cat2SeatArosa.jpg","Arosa","Please select the variant of your Seat Arosa from the list below","","",""
"5193","TPC001703.jpg","Altea 1.6 TDI 66kW (10-on)","Products available for your Seat Altea  are listed below","","",""
"5192","TPC001702.jpg","Altea 1.2 TSI (Altea) 77kW (10-on)","Products available for your Seat Altea  are listed below","","",""
"5191","TPC001701.jpg","Altea 2.0 TDI CR 125kW (10-on)","Products available for your Seat Altea  are listed below","","",""
"5190","TPC001700.jpg","Altea 1.6 TDI / Ecomotive 77kW (09-on)","Products available for your Seat Altea  are listed below","","",""
"5189","TPC001699.jpg","Altea 1.4 TFSI 92kW (08-12)","Products available for your Seat Altea  are listed below","","",""
"5188","TPC001698.jpg","Altea 2.0 TFSI 147kW (06-on)","Products available for your Seat Altea  are listed below","","",""
"5187","TPC001697.jpg","Altea 2.0 TDI PD 127kW (06-09)","Products available for your Seat Altea  are listed below","","",""
"5186","TPC001696.jpg","Altea FSi 75kW (05-on)","Products available for your Seat Altea  are listed below","","",""
"5185","TPC001695.jpg","Altea Fsi 110kW (05-on)","Products available for your Seat Altea  are listed below","","",""
"5184","TPC001694.jpg","Altea 2.0 TDI 103kW (04-on)","Products available for your Seat Altea  are listed below","","",""
"5183","TPC001693.jpg","Altea 1.9 TDI PD 79kW (04-10)","Products available for your Seat Altea  are listed below","","",""
"5182","TPC001692.jpg","Altea 2.0 TDI CR 125kW ","Products available for your Seat Altea  are listed below","","",""
"5181","Cat2SeatAltea.jpg","Altea","Please select the variant of your Seat Altea from the list below","","",""
"5180","TPC001691.jpg","Alhambra 2.0 TDI CR Euro5 103kW (10-on)","Products available for your Seat Alhambra  are listed below","","",""
"5179","TPC001690.jpg","Alhambra 2.0 TDI PD 105kW (05-on)","Products available for your Seat Alhambra  are listed below","","",""
"5178","TPC001689.jpg","Alhambra TDI 97kW (03-on)","Products available for your Seat Alhambra  are listed below","","",""
"5177","TPC001688.jpg","Alhambra 150kW (01-on)","Products available for your Seat Alhambra  are listed below","","",""
"5176","TPC001687.jpg","Alhambra 86kW (00-04)","Products available for your Seat Alhambra  are listed below","","",""
"5175","TPC001686.jpg","Alhambra TDI 86kW (00-on)","Products available for your Seat Alhambra  are listed below","","",""
"5174","TPC001685.jpg","Alhambra 112kW (98-04)","Products available for your Seat Alhambra  are listed below","","",""
"5173","TPC001684.jpg","Alhambra 86kW (96-00)","Products available for your Seat Alhambra  are listed below","","",""
"5172","TPC001683.jpg","Alhambra TDI 83kW (96-00)","Products available for your Seat Alhambra  are listed below","","",""
"5171","TPC001682.jpg","Alhambra TDI 68kW (96-00)","Products available for your Seat Alhambra  are listed below","","",""
"5170","Cat2SeatAlhambra.jpg","Alhambra","Please select the variant of your Seat Alhambra from the list below","","",""
"5169","Cat1Seat.jpg","Seat","Please select the model of your Seat from the list below","","",""
"5168","TPC001681.jpg","9-5 TiD 110kW (05-on)","Products available for your Saab 9-5  are listed below","","",""
"5167","TPC001680.jpg","9-5 165kW (03-05)","Products available for your Saab 9-5  are listed below","","",""
"5166","TPC001679.jpg","9-5 127kW (00-00)","Products available for your Saab 9-5  are listed below","","",""
"5165","TPC001678.jpg","9-5 172kW (99-01)","Products available for your Saab 9-5  are listed below","","",""
"5164","TPC001677.jpg","9-5 139kW (97-05)","Products available for your Saab 9-5  are listed below","","",""
"5163","TPC001676.jpg","9-5 112kW (97-05)","Products available for your Saab 9-5  are listed below","","",""
"5162","Cat2Saab9-5.jpg","9-5","Please select the variant of your Saab 9-5 from the list below","","",""
"5157","TPC001671.jpg","9-3 TiD 110kW (04-12)","Products available for your Saab 9-3 Gen 2 are listed below","","",""
"5158","TPC001672.jpg","9-3 TiD 89kW (04-12)","Products available for your Saab 9-3 Gen 2 are listed below","","",""
"5159","TPC001673.jpg","9-3 2.8T XWD V6 206kW (07-on)","Products available for your Saab 9-3 Gen 2 are listed below","","",""
